Shoreline Segment ID,Observation Date,Significant Wave Height (m),Peak Wave Period (s),Mean Spring Tidal Range (m),Monthly Peak Storm Surge (m),Beach Width (m),Beach Face Slope (-),Median Grain Size D50 (mm),Dune Crest Elevation (m),Nearshore Bathymetric Slope (-),Monthly Sediment Budget Balance (m3/m/month),Vegetation Cover (%),Previous Month Shoreline Position Change (m),Relative Sea-Level Rise (mm/yr),Monthly Coastal Erosion Condition Class
EBC-27,2023-09-01,1.096,NaN,0.917,0.94,18.004,0.0205,0.151,2.597,0.0067,-0.921,28.5,-0.453,5.37,Mild Erosion Pressure
EBC-27,2023-10-01,1.605,10.889,0.917,1.128,15.463,0.0228,0.151,2.578,0.0067,-0.492,29.9,-0.384,5.37,Active Erosion
EBC-27,2023-11-01,1.623,11.02,0.917,1.062,14.641,0.0226,0.151,2.547,0.0067,NaN,30.5,NaN,5.37,Active Erosion
EBC-27,2023-12-01,1.892,11.667,0.917,1.198,12.702,0.0229,0.151,2.516,0.0067,-0.781,30.2,-0.901,5.37,Severe Erosion Episode
EBC-27,2024-01-01,1.691,NaN,0.917,1.214,11.007,0.0232,0.151,NaN,0.0067,-1.537,27.1,-1.5,5.37,Severe Erosion Episode
EBC-27,2024-02-01,1.497,11.696,0.917,1.059,9.739,0.0263,0.151,2.496,0.0067,-0.242,25.2,-1.409,5.37,Active Erosion
EBC-27,2024-03-01,1.513,11.767,0.917,1.063,8.0,0.0255,0.151,2.496,0.0067,-0.171,24.0,-1.11,5.37,Active Erosion
EBC-27,2024-04-01,1.436,11.245,0.917,NaN,NaN,0.0223,0.151,2.465,NaN,-0.554,25.3,-0.849,5.37,Mild Erosion Pressure
EBC-27,2024-05-01,1.395,NaN,0.917,1.192,8.0,0.0202,0.151,2.436,0.0067,-0.221,26.8,-0.474,5.37,Active Erosion
EBC-27,2024-06-01,NaN,10.419,0.917,0.988,8.0,0.0275,0.151,2.393,0.0067,0.289,24.4,-0.98,5.37,Mild Erosion Pressure
EBC-27,2024-07-01,1.143,10.131,0.917,0.96,8.0,0.0231,0.151,2.41,0.0067,0.694,25.5,-0.374,5.37,Mild Erosion Pressure
EBC-27,2024-08-01,1.16,10.711,0.917,NaN,8.0,0.022,0.151,2.461,NaN,0.782,26.8,-0.616,5.37,Mild Erosion Pressure
EBC-27,2024-09-01,1.278,10.646,0.917,NaN,8.778,0.0233,0.151,2.484,0.0067,0.772,27.5,-0.48,5.37,Mild Erosion Pressure
EBC-27,2024-10-01,1.538,11.239,0.917,NaN,8.961,0.0225,0.151,NaN,0.0067,NaN,29.3,-0.419,5.37,Active Erosion
EBC-27,2024-11-01,1.859,NaN,0.917,1.161,8.0,0.0259,NaN,2.504,0.0067,NaN,29.9,NaN,5.37,Active Erosion
EBC-27,2024-12-01,2.087,NaN,0.917,1.14,8.0,0.0226,0.151,2.532,0.0067,0.041,29.8,-1.197,5.37,Active Erosion
EBC-31,2022-01-01,2.25,11.42,1.615,NaN,34.351,0.0293,0.25,3.227,0.0104,-1.261,9.3,NaN,3.76,Active Erosion
EBC-31,2022-02-01,1.843,11.254,1.615,NaN,NaN,0.0325,NaN,3.199,0.0104,NaN,8.2,-0.773,3.76,Active Erosion
EBC-31,2022-03-01,1.867,10.018,1.615,0.653,30.59,0.0353,0.25,3.205,0.0104,0.507,8.3,NaN,3.76,Mild Erosion Pressure
EBC-31,2022-04-01,1.798,10.669,1.615,0.759,30.598,0.0318,0.25,NaN,0.0104,-0.427,8.1,-0.467,3.76,Active Erosion
EBC-31,2022-05-01,1.388,9.778,1.615,0.562,30.061,0.0343,0.25,3.194,0.0104,0.425,7.8,-1.024,3.76,Mild Erosion Pressure
EBC-31,2022-06-01,NaN,9.616,NaN,0.535,28.372,0.0317,NaN,3.16,0.0104,-0.032,12.0,-0.419,3.76,Mild Erosion Pressure
EBC-31,2022-07-01,1.24,9.834,1.615,NaN,28.208,0.0328,0.25,3.131,0.0104,0.786,12.3,-0.519,3.76,Mild Erosion Pressure
EBC-31,2022-08-01,NaN,NaN,1.615,0.438,NaN,0.0331,0.25,3.108,0.0104,0.427,13.1,-0.359,3.76,Stable Seasonal State
EBC-31,2022-09-01,1.466,10.17,1.615,NaN,25.659,0.0295,0.25,3.14,NaN,-0.028,13.0,0.003,3.76,Mild Erosion Pressure
EBC-31,2022-10-01,1.748,10.576,1.615,0.632,25.248,NaN,0.25,3.146,0.0104,0.394,11.4,NaN,3.76,Active Erosion
EBC-31,2022-11-01,2.077,10.679,1.615,0.691,24.294,0.0316,0.25,3.173,0.0104,-0.549,11.5,-0.743,3.76,Active Erosion
EBC-31,2022-12-01,NaN,11.032,1.615,0.736,21.179,0.0312,0.25,3.223,0.0104,0.64,10.1,-1.111,3.76,Mild Erosion Pressure
EBC-31,2023-01-01,NaN,12.993,1.615,1.302,19.432,0.031,0.25,3.213,0.0104,-2.187,8.7,-0.657,3.76,Severe Erosion Episode
EBC-31,2023-02-01,2.569,11.521,1.615,1.041,15.489,0.0356,0.25,3.224,0.0104,-1.525,9.5,-1.862,3.76,Active Erosion
EBC-31,2023-03-01,2.292,10.978,NaN,0.806,12.652,0.0371,0.25,3.191,0.0104,-0.809,NaN,-1.443,3.76,Active Erosion
EBC-31,2023-04-01,1.409,NaN,1.615,0.575,10.137,0.0381,0.25,3.196,0.0104,-0.421,8.0,NaN,3.76,Active Erosion
EBC-31,2023-05-01,1.202,9.558,1.615,0.59,8.0,0.0371,0.25,3.223,0.0104,-0.166,6.9,-0.95,3.76,Mild Erosion Pressure
EBC-31,2023-06-01,1.503,10.209,1.615,0.583,8.0,0.0308,0.25,3.163,0.0104,0.581,6.9,-0.682,3.76,Mild Erosion Pressure
EBC-31,2023-07-01,1.371,9.797,1.615,0.637,8.0,0.0319,0.25,3.09,0.0104,0.236,9.1,-0.531,3.76,Mild Erosion Pressure
EBC-31,2023-08-01,NaN,10.067,1.615,0.588,8.0,NaN,0.25,NaN,0.0104,0.18,10.6,-0.646,3.76,Mild Erosion Pressure
EBC-31,2023-09-01,1.542,9.366,NaN,0.657,8.0,0.0298,0.25,3.05,0.0104,0.323,11.3,-0.36,3.76,Mild Erosion Pressure
EBC-31,2023-10-01,1.69,10.5,1.615,0.585,8.0,0.0309,0.25,NaN,0.0104,-0.17,11.0,-0.622,3.76,Active Erosion
EBC-31,2023-11-01,1.978,11.153,1.615,0.672,8.0,0.0333,0.25,3.108,NaN,-0.453,10.7,-0.896,3.76,Active Erosion
EBC-31,2023-12-01,2.15,11.211,1.615,0.777,8.0,0.0348,0.25,3.131,0.0104,-0.842,9.5,-0.915,3.76,Active Erosion
EBC-31,2024-01-01,2.029,10.77,1.615,0.735,8.0,0.0352,0.25,NaN,0.0104,-0.785,7.4,-1.067,3.76,Active Erosion
EBC-31,2024-02-01,2.447,12.228,1.615,1.15,8.151,0.0339,NaN,3.129,0.0104,-1.596,5.5,-0.961,3.76,Severe Erosion Episode
EBC-31,2024-03-01,2.256,11.37,1.615,0.745,8.0,0.0342,0.25,NaN,NaN,NaN,4.4,-1.323,3.76,Active Erosion
EBC-31,2024-04-01,1.678,10.029,1.615,0.584,8.0,0.0354,0.25,3.068,0.0104,NaN,4.4,-1.386,3.76,Active Erosion
EBC-31,2024-05-01,1.435,NaN,1.615,0.563,8.0,0.0329,NaN,3.076,0.0104,1.05,3.0,-0.9,3.76,Mild Erosion Pressure
EBC-31,2024-06-01,1.541,9.649,1.615,0.521,8.22,0.0363,0.25,NaN,0.0104,0.421,3.7,-0.551,3.76,Mild Erosion Pressure
EBC-31,2024-07-01,1.098,9.234,1.615,0.588,9.779,0.0309,0.25,3.098,0.0104,NaN,4.9,-0.254,3.76,Mild Erosion Pressure
EBC-31,2024-08-01,1.489,NaN,1.615,0.544,11.031,0.03,0.25,3.129,0.0104,0.53,6.4,-0.218,3.76,Mild Erosion Pressure
EBC-31,2024-09-01,1.599,9.871,1.615,0.63,10.404,0.0292,0.25,3.146,0.0104,-0.164,7.8,-0.398,3.76,Mild Erosion Pressure
EBC-31,2024-10-01,1.457,10.221,1.615,0.615,8.361,0.0307,0.25,3.162,0.0104,0.066,9.6,-0.486,3.76,Active Erosion
EBC-31,2024-11-01,1.808,10.828,1.615,0.704,8.0,0.0355,0.25,3.157,0.0104,0.193,9.0,-1.186,3.76,Active Erosion
EBC-31,2024-12-01,2.834,11.969,1.615,0.981,8.0,0.034,0.25,3.116,0.0104,-0.905,9.1,-0.922,3.76,Active Erosion
MOC-15,2022-01-01,1.372,8.01,4.197,0.288,33.13,0.0429,0.355,5.986,0.0122,0.21,40.3,0.324,3.46,Stable Seasonal State
MOC-15,2022-02-01,1.588,8.318,4.197,0.237,34.018,0.0383,0.355,5.964,0.0122,0.151,40.4,-0.107,3.46,Mild Erosion Pressure
MOC-15,2022-03-01,1.478,7.588,4.197,0.291,33.206,0.0374,0.355,5.997,0.0122,1.637,39.5,-0.596,3.46,Mild Erosion Pressure
MOC-15,2022-04-01,1.457,7.66,4.197,0.301,34.109,0.0425,0.355,6.003,0.0122,0.673,40.1,NaN,3.46,Mild Erosion Pressure
MOC-15,2022-05-01,1.226,7.339,4.197,0.132,34.689,0.0436,0.355,5.982,0.0122,0.79,39.7,-0.273,NaN,Stable Seasonal State
MOC-15,2022-06-01,0.946,6.41,4.197,0.05,36.418,0.0383,0.355,6.011,NaN,1.963,39.7,0.188,3.46,Recovery / Accreting
MOC-15,2022-07-01,1.29,NaN,4.197,0.184,37.025,0.037,0.355,6.088,0.0122,1.644,39.5,NaN,3.46,Recovery / Accreting
MOC-15,2022-08-01,1.256,7.232,4.197,NaN,39.818,0.0396,0.355,6.12,NaN,2.136,42.4,0.351,3.46,Recovery / Accreting
MOC-15,2022-09-01,1.094,6.78,4.197,NaN,41.692,0.0404,0.355,NaN,0.0122,NaN,42.9,0.686,3.46,Recovery / Accreting
MOC-15,2022-10-01,1.436,7.306,4.197,0.106,42.506,0.0364,0.355,6.245,0.0122,1.388,41.4,0.316,3.46,Stable Seasonal State
MOC-15,2022-11-01,1.795,8.338,4.197,0.563,NaN,0.0374,0.355,6.331,0.0122,-0.242,39.9,-0.126,3.46,Stable Seasonal State
MOC-15,2022-12-01,1.814,7.447,4.197,0.377,43.447,0.037,0.355,6.353,0.0122,0.386,41.2,-0.085,3.46,Mild Erosion Pressure
MOC-15,2023-01-01,1.765,7.367,4.197,0.386,42.675,0.0358,0.355,6.417,0.0122,NaN,41.2,-0.243,3.46,Stable Seasonal State
MOC-15,2023-02-01,1.783,8.412,4.197,NaN,43.181,0.039,0.355,6.458,NaN,1.406,NaN,0.174,3.46,Mild Erosion Pressure
MOC-15,2023-03-01,1.736,8.079,NaN,0.306,43.569,0.0397,0.355,6.494,0.0122,1.52,39.9,-0.163,3.46,Stable Seasonal State
MOC-15,2023-04-01,1.802,7.554,4.197,0.306,45.124,0.036,0.355,6.537,0.0122,1.221,NaN,0.02,3.46,Stable Seasonal State
MOC-15,2023-05-01,1.933,8.343,4.197,NaN,45.774,0.0389,0.355,6.573,NaN,NaN,39.1,-0.027,NaN,Mild Erosion Pressure
MOC-15,2023-06-01,1.474,7.352,4.197,0.153,46.269,NaN,0.355,6.595,0.0122,0.613,42.5,-0.158,3.46,Stable Seasonal State
MOC-15,2023-07-01,1.121,NaN,4.197,0.181,44.712,0.0406,NaN,6.598,0.0122,1.496,NaN,-0.054,3.46,Recovery / Accreting
MOC-15,2023-08-01,1.033,7.0,4.197,0.05,45.206,0.0372,0.355,6.619,0.0122,1.717,45.2,0.366,3.46,Recovery / Accreting
MOC-15,2023-09-01,1.36,7.178,NaN,0.12,48.543,0.0387,0.355,6.708,0.0122,1.508,47.9,NaN,3.46,Stable Seasonal State
MOC-15,2023-10-01,1.093,6.802,4.197,0.073,48.812,0.0344,0.355,6.733,0.0122,1.2,49.0,0.164,3.46,Recovery / Accreting
MOC-15,2023-11-01,1.663,7.852,4.197,0.289,50.296,0.0373,NaN,6.801,0.0122,-0.342,50.0,0.289,3.46,Mild Erosion Pressure
MOC-15,2023-12-01,1.696,7.761,4.197,0.354,50.837,NaN,0.355,6.848,0.0122,0.751,48.2,-0.199,3.46,Stable Seasonal State
MOC-15,2024-01-01,1.571,7.854,4.197,0.269,NaN,0.0344,0.355,6.87,0.0122,0.575,50.3,0.108,3.46,Stable Seasonal State
MOC-15,2024-02-01,1.672,7.198,4.197,0.255,51.713,0.0378,0.355,NaN,0.0122,NaN,49.7,-0.146,3.46,Stable Seasonal State
MOC-15,2024-03-01,1.762,8.194,4.197,0.234,51.519,0.0342,0.355,6.905,0.0122,0.565,48.2,0.124,NaN,Stable Seasonal State
MOC-15,2024-04-01,1.47,7.614,4.197,0.163,50.431,0.0363,0.355,6.936,0.0122,1.077,45.9,-0.002,3.46,Stable Seasonal State
MOC-15,2024-05-01,1.95,8.217,4.197,NaN,51.014,0.0363,0.355,6.98,0.0122,-0.127,48.0,0.11,3.46,Stable Seasonal State
MOC-15,2024-06-01,1.339,7.297,NaN,0.205,51.472,0.0378,0.355,6.987,0.0122,-0.107,49.1,-0.02,3.46,Stable Seasonal State
MOC-15,2024-07-01,1.16,7.408,4.197,0.147,51.435,0.0355,0.355,7.037,0.0122,1.055,50.6,-0.043,3.46,Recovery / Accreting
MOC-15,2024-08-01,1.075,6.763,4.197,0.108,52.237,0.0371,0.355,7.066,NaN,1.424,52.1,0.624,3.46,Stable Seasonal State
MOC-15,2024-09-01,1.341,7.308,4.197,0.118,52.946,0.0359,0.355,7.099,0.0122,0.962,53.3,0.222,3.46,Stable Seasonal State
MOC-15,2024-10-01,NaN,7.774,4.197,0.574,52.916,0.0373,0.355,7.13,0.0122,-0.443,52.9,0.164,3.46,Mild Erosion Pressure
MOC-15,2024-11-01,1.687,7.523,4.197,0.263,51.115,0.0365,0.355,7.189,0.0122,0.887,56.0,-0.171,3.46,Stable Seasonal State
MOC-15,2024-12-01,2.022,7.599,4.197,0.287,51.229,0.0364,0.355,7.231,0.0122,NaN,54.6,-0.037,NaN,Stable Seasonal State
MOC-22,2022-01-01,1.89,8.333,3.662,0.702,65.37,0.0311,0.236,6.406,NaN,-0.132,22.0,-0.236,3.49,Mild Erosion Pressure
MOC-22,2022-02-01,1.704,8.699,3.662,0.727,65.139,0.0293,0.236,6.381,0.0186,-0.546,21.4,-0.176,3.49,Mild Erosion Pressure
MOC-22,2022-03-01,1.894,8.551,3.662,NaN,64.863,0.0295,0.236,6.328,0.0186,-0.072,21.7,-0.593,3.49,Mild Erosion Pressure
MOC-22,2022-04-01,NaN,NaN,3.662,0.764,63.448,0.0294,0.236,6.34,0.0186,-0.478,22.2,-0.335,3.49,Mild Erosion Pressure
MOC-22,2022-05-01,1.469,8.661,3.662,0.551,62.956,0.0319,0.236,6.39,0.0186,NaN,22.8,-0.107,3.49,Stable Seasonal State
MOC-22,2022-06-01,NaN,8.363,3.662,0.567,64.614,0.0266,0.236,6.397,0.0186,0.752,22.7,-0.122,3.49,Recovery / Accreting
MOC-22,2022-07-01,1.372,7.63,3.662,0.522,64.769,0.0256,0.236,6.437,0.0186,0.63,22.4,0.377,3.49,Stable Seasonal State
MOC-22,2022-08-01,1.039,NaN,3.662,0.509,63.65,0.0306,0.236,6.505,0.0186,0.639,25.8,-0.141,3.49,Recovery / Accreting
MOC-22,2022-09-01,1.175,7.789,NaN,0.632,64.678,NaN,0.236,6.496,0.0186,1.239,28.2,0.646,3.49,Stable Seasonal State
MOC-22,2022-10-01,1.3,7.974,3.662,0.538,64.102,0.03,0.236,6.571,0.0186,0.306,29.3,0.081,3.49,Stable Seasonal State
MOC-22,2022-11-01,NaN,8.932,3.662,0.646,63.528,0.0253,0.236,6.546,0.0186,0.002,29.3,-0.017,3.49,Stable Seasonal State
MOC-22,2022-12-01,1.426,8.776,3.662,0.622,63.411,0.0296,0.236,6.551,0.0186,-0.115,28.5,NaN,3.49,Stable Seasonal State
MOC-22,2023-01-01,1.937,8.382,3.662,0.737,65.757,0.0274,0.236,6.588,0.0186,0.27,27.8,-0.138,3.49,Mild Erosion Pressure
MOC-22,2023-02-01,2.249,8.258,3.662,NaN,65.479,0.027,0.236,6.597,0.0186,-0.669,29.3,NaN,3.49,Mild Erosion Pressure
MOC-22,2023-03-01,2.046,8.689,3.662,0.655,64.464,0.029,NaN,6.572,0.0186,-0.14,29.7,-0.462,3.49,Mild Erosion Pressure
MOC-22,2023-04-01,1.78,8.225,3.662,0.695,63.904,0.033,0.236,6.519,0.0186,-0.261,NaN,-0.598,NaN,Mild Erosion Pressure
MOC-22,2023-05-01,1.795,8.027,3.662,0.64,62.145,0.0317,0.236,6.485,0.0186,-0.364,31.6,-0.252,3.49,Mild Erosion Pressure
MOC-22,2023-06-01,1.426,NaN,3.662,0.557,61.291,0.0305,0.236,6.486,0.0186,0.094,31.4,-0.178,3.49,Stable Seasonal State
MOC-22,2023-07-01,1.014,8.188,3.662,0.479,61.435,0.0261,0.236,6.473,0.0186,NaN,31.2,-0.024,NaN,Recovery / Accreting
MOC-22,2023-08-01,1.232,7.542,3.662,0.558,63.301,0.03,0.236,6.504,0.0186,1.422,29.8,0.668,3.49,Stable Seasonal State
MOC-22,2023-09-01,1.363,7.801,3.662,NaN,63.127,0.0284,0.236,6.534,0.0186,0.845,31.2,0.019,NaN,Stable Seasonal State
MOC-22,2023-10-01,1.379,8.091,3.662,0.575,63.356,NaN,NaN,6.541,0.0186,NaN,34.0,0.097,3.49,Stable Seasonal State
MOC-22,2023-11-01,1.523,8.806,3.662,0.667,62.92,0.0327,0.236,6.544,0.0186,0.294,33.8,-0.114,3.49,Stable Seasonal State
MOC-22,2023-12-01,2.234,8.931,3.662,0.879,62.866,0.0314,0.236,6.558,0.0186,NaN,34.9,0.032,3.49,Mild Erosion Pressure
MOC-22,2024-01-01,1.867,8.668,3.662,0.67,62.737,0.0362,0.236,6.566,0.0186,0.203,NaN,-0.379,3.49,Mild Erosion Pressure
MOC-22,2024-02-01,2.915,9.928,3.662,1.248,64.19,0.0322,NaN,6.543,0.0186,-3.239,33.1,-0.421,3.49,Active Erosion
MOC-22,2024-03-01,1.953,8.504,3.662,0.805,63.285,0.0366,0.236,NaN,0.0186,-0.778,31.3,-0.96,3.49,Mild Erosion Pressure
MOC-22,2024-04-01,1.854,8.191,3.662,0.687,62.736,0.0352,0.236,6.467,0.0186,-0.322,30.7,-0.487,3.49,Mild Erosion Pressure
MOC-22,2024-05-01,1.365,7.944,3.662,0.565,61.153,0.0328,0.236,6.438,0.0186,-0.555,30.1,-0.516,3.49,Mild Erosion Pressure
MOC-22,2024-06-01,1.541,7.855,NaN,NaN,60.843,0.0294,NaN,6.435,0.0186,-0.328,28.4,-0.239,3.49,Stable Seasonal State
MOC-22,2024-07-01,1.206,8.066,3.662,0.694,62.459,0.029,0.236,6.473,NaN,0.755,30.4,0.006,3.49,Recovery / Accreting
MOC-22,2024-08-01,0.998,7.49,3.662,0.605,64.58,0.0263,0.236,6.453,0.0186,0.298,NaN,0.291,3.49,Stable Seasonal State
MOC-22,2024-09-01,NaN,8.23,3.662,0.777,64.725,0.0287,0.236,6.453,0.0186,-0.277,32.9,0.361,NaN,Stable Seasonal State
MOC-22,2024-10-01,1.442,NaN,3.662,0.625,63.584,0.0313,0.236,NaN,0.0186,1.107,33.7,-0.098,3.49,Recovery / Accreting
MOC-22,2024-11-01,1.543,8.592,3.662,0.615,62.943,0.0291,0.236,6.486,0.0186,-0.05,32.8,0.368,3.49,Stable Seasonal State
MOC-22,2024-12-01,1.29,8.732,3.662,0.646,62.216,0.0299,0.236,6.535,0.0186,-0.201,32.5,0.08,NaN,Mild Erosion Pressure
MOC-24,2022-01-01,1.268,7.556,2.88,0.358,34.946,0.0342,0.276,6.37,0.0149,0.177,48.6,0.194,3.28,Stable Seasonal State
MOC-24,2022-02-01,NaN,7.391,2.88,0.297,33.995,0.035,NaN,6.345,0.0149,0.873,49.0,0.029,3.28,Recovery / Accreting
MOC-24,2022-03-01,1.48,7.106,2.88,NaN,35.572,0.029,0.276,6.288,0.0149,0.71,51.1,0.284,NaN,Stable Seasonal State
MOC-24,2022-04-01,1.012,7.538,2.88,0.309,35.85,0.0351,0.276,6.302,NaN,0.939,51.7,0.062,3.28,Mild Erosion Pressure
MOC-24,2022-05-01,1.236,6.812,2.88,0.388,35.104,0.0335,0.276,6.326,0.0149,1.567,50.9,-0.293,3.28,Recovery / Accreting
MOC-24,2022-06-01,0.836,7.107,2.88,0.34,36.735,0.0312,0.276,6.414,NaN,1.739,51.9,0.314,3.28,Recovery / Accreting
MOC-24,2022-07-01,0.816,7.065,2.88,NaN,37.91,0.0325,0.276,6.472,0.0149,1.235,53.9,0.445,NaN,Stable Seasonal State
MOC-24,2022-08-01,0.772,6.576,2.88,0.275,39.223,0.0327,NaN,6.503,0.0149,1.308,55.3,0.118,3.28,Recovery / Accreting
MOC-24,2022-09-01,0.887,6.873,2.88,0.189,40.644,0.029,0.276,NaN,0.0149,1.727,NaN,0.393,3.28,Recovery / Accreting
MOC-24,2022-10-01,0.928,NaN,2.88,0.242,42.386,0.0301,0.276,6.656,0.0149,1.592,55.1,0.435,3.28,Recovery / Accreting
MOC-24,2022-11-01,0.929,7.124,2.88,0.28,45.523,0.0329,0.276,6.693,0.0149,0.916,53.2,NaN,3.28,Stable Seasonal State
MOC-24,2022-12-01,1.134,7.671,2.88,0.295,46.626,NaN,0.276,6.722,0.0149,-0.063,NaN,-0.013,3.28,Stable Seasonal State
MOC-24,2023-01-01,1.562,7.842,2.88,0.421,47.312,0.032,0.276,6.699,0.0149,-0.028,51.0,0.091,3.28,Mild Erosion Pressure
MOC-24,2023-02-01,1.004,7.433,2.88,0.338,48.178,0.0362,0.276,6.745,0.0149,0.645,51.5,NaN,3.28,Mild Erosion Pressure
MOC-24,2023-03-01,1.089,7.414,2.88,0.348,47.998,NaN,0.276,6.711,0.0149,0.877,50.3,-0.219,3.28,Recovery / Accreting
MOC-24,2023-04-01,0.948,6.515,2.88,0.123,51.224,0.0321,0.276,6.721,0.0149,0.91,49.3,NaN,3.28,Stable Seasonal State
MOC-24,2023-05-01,0.754,6.59,2.88,0.268,51.991,0.03,0.276,NaN,0.0149,1.043,48.0,NaN,3.28,Recovery / Accreting
MOC-24,2023-06-01,0.542,NaN,2.88,0.238,52.821,0.0302,0.276,6.837,0.0149,2.13,47.5,0.795,3.28,Recovery / Accreting
MOC-24,2023-07-01,0.778,6.321,2.88,NaN,54.923,0.0311,0.276,6.925,0.0149,1.798,47.0,0.889,3.28,Recovery / Accreting
MOC-24,2023-08-01,0.728,7.648,2.88,0.243,56.913,0.0314,NaN,6.966,0.0149,1.249,48.1,0.753,3.28,Recovery / Accreting
MOC-24,2023-09-01,1.357,7.153,2.88,0.477,59.049,NaN,0.276,7.01,0.0149,-0.475,50.2,0.678,3.28,Mild Erosion Pressure
MOC-24,2023-10-01,1.315,7.43,2.88,0.354,59.016,0.0331,0.276,7.003,0.0149,-0.213,50.8,0.268,3.28,Stable Seasonal State
MOC-24,2023-11-01,1.242,7.069,2.88,0.422,57.737,0.0302,0.276,6.988,0.0149,0.021,50.7,-0.048,3.28,Stable Seasonal State
MOC-24,2023-12-01,0.96,NaN,2.88,0.391,57.536,0.0321,0.276,7.07,0.0149,NaN,50.2,0.062,3.28,Stable Seasonal State
MOC-24,2024-01-01,1.481,7.3,2.88,0.493,57.144,NaN,0.276,7.118,0.0149,0.686,49.5,0.205,3.28,Stable Seasonal State
MOC-24,2024-02-01,1.168,7.535,2.88,0.375,56.142,0.0274,0.276,7.133,0.0149,NaN,NaN,NaN,3.28,Recovery / Accreting
MOC-24,2024-03-01,1.163,6.939,2.88,0.325,56.585,0.0278,0.276,7.161,0.0149,1.557,49.5,0.536,3.28,Recovery / Accreting
MOC-24,2024-04-01,1.214,7.36,2.88,0.237,58.4,0.0325,0.276,NaN,0.0149,0.86,48.6,0.288,3.28,Stable Seasonal State
MOC-24,2024-05-01,0.772,7.204,NaN,NaN,59.884,0.0294,0.276,7.171,0.0149,2.32,48.6,0.155,3.28,Recovery / Accreting
MOC-24,2024-06-01,1.115,NaN,2.88,0.366,62.204,0.0278,0.276,7.236,0.0149,1.329,51.5,0.752,3.28,Recovery / Accreting
MOC-24,2024-07-01,0.818,7.22,2.88,0.329,63.087,0.0301,0.276,NaN,0.0149,2.675,51.8,NaN,NaN,Recovery / Accreting
MOC-24,2024-08-01,0.833,7.29,2.88,0.309,65.801,0.0308,0.276,7.364,0.0149,2.037,51.7,0.589,3.28,Recovery / Accreting
MOC-24,2024-09-01,0.983,7.183,2.88,0.174,NaN,0.0295,0.276,7.45,0.0149,1.127,53.8,0.58,NaN,Recovery / Accreting
MOC-24,2024-10-01,1.169,6.999,2.88,0.176,69.939,0.0293,0.276,7.443,0.0149,1.196,53.6,0.404,3.28,Recovery / Accreting
MOC-24,2024-11-01,1.333,NaN,2.88,0.351,NaN,0.0314,0.276,7.513,0.0149,NaN,52.4,0.29,NaN,Stable Seasonal State
MOC-24,2024-12-01,1.193,7.27,2.88,0.399,72.106,0.0297,0.276,7.572,0.0149,1.157,51.0,0.158,3.28,Stable Seasonal State
MOC-30,2022-01-01,1.044,NaN,2.844,0.593,60.889,0.0371,0.387,5.337,0.0107,-0.115,39.4,0.074,2.77,Stable Seasonal State
MOC-30,2022-02-01,1.03,9.2,2.844,0.447,61.108,0.0399,0.387,5.342,0.0107,0.737,39.8,0.057,2.77,Stable Seasonal State
MOC-30,2022-03-01,0.836,8.605,2.844,0.497,60.494,0.0406,0.387,5.355,0.0107,0.04,38.5,0.098,2.77,Stable Seasonal State
MOC-30,2022-04-01,0.855,8.717,2.844,0.465,61.466,0.0384,0.387,5.381,0.0107,0.734,NaN,NaN,2.77,Recovery / Accreting
MOC-30,2022-05-01,0.762,8.294,NaN,0.427,63.741,0.0358,0.387,5.382,0.0107,0.198,36.1,0.364,2.77,Stable Seasonal State
MOC-30,2022-06-01,0.878,8.235,2.844,0.492,64.15,0.0391,0.387,5.425,0.0107,1.247,37.4,0.167,2.77,Recovery / Accreting
MOC-30,2022-07-01,0.626,7.522,2.844,0.555,65.983,0.0384,0.387,5.441,0.0107,1.205,37.1,0.281,2.77,Recovery / Accreting
MOC-30,2022-08-01,NaN,7.824,2.844,0.557,67.66,0.0397,0.387,5.48,0.0107,NaN,37.3,0.566,2.77,Stable Seasonal State
MOC-30,2022-09-01,0.841,8.186,2.844,NaN,69.109,0.0378,0.387,NaN,0.0107,0.048,38.8,0.271,NaN,Stable Seasonal State
MOC-30,2022-10-01,0.885,8.719,2.844,0.445,70.19,0.0363,0.387,5.434,0.0107,-0.12,37.7,0.323,NaN,Stable Seasonal State
MOC-30,2022-11-01,0.916,8.579,2.844,0.503,69.52,0.0382,NaN,5.404,0.0107,0.367,36.4,0.061,2.77,Stable Seasonal State
MOC-30,2022-12-01,NaN,8.912,2.844,0.6,NaN,0.0412,0.387,5.395,0.0107,0.537,34.8,0.614,2.77,Stable Seasonal State
MOC-30,2023-01-01,1.525,9.89,2.844,0.87,NaN,0.0364,0.387,5.407,0.0107,-0.462,35.8,0.15,2.77,Mild Erosion Pressure
MOC-30,2023-02-01,1.114,9.017,2.844,0.631,NaN,0.0404,0.387,5.471,0.0107,-0.2,34.9,-0.405,NaN,Mild Erosion Pressure
MOC-30,2023-03-01,0.954,8.693,NaN,0.473,NaN,0.039,NaN,5.473,0.0107,0.09,36.1,-0.359,2.77,Stable Seasonal State
MOC-30,2023-04-01,0.995,NaN,2.844,0.497,70.092,0.0399,0.387,5.45,0.0107,0.629,34.4,0.06,NaN,Stable Seasonal State
MOC-30,2023-05-01,0.772,8.292,2.844,0.511,69.197,0.0398,0.387,5.492,0.0107,1.298,34.1,-0.141,2.77,Recovery / Accreting
