Observation Date,Daily Rainfall (mm),Antecedent 3-Day Rainfall (mm),Antecedent 7-Day Rainfall (mm),Groundwater Depth Below Ground Surface (m),Piezometric Head Above Slip Surface (m),Volumetric Water Content (%),Matric Suction (kPa),Pore Pressure Ratio ru (-),Surface Displacement Rate (mm/day),7-Day Cumulative Surface Displacement (mm),Inclinometer Shear Zone Movement Rate (mm/day),Extensometer Extension Rate (mm/day),Slope Stability Alert Level
2023-11-23,0.0,0.0,0.0,9.2,0.0,16.85,58.62,0.02,0.057,0.232,0.04,0.059,Normal
2023-11-24,0.0,0.0,0.0,8.1,0.0,18.35,60.01,0.06,0.076,0.29,0.0,0.12,Normal
2023-11-25,0.0,NaN,0.0,7.89,0.0,18.39,59.27,0.038,0.039,0.319,0.0,0.085,Normal
2023-11-26,0.0,0.0,0.0,7.45,0.0,17.04,NaN,0.024,NaN,0.353,0.0,0.077,Normal
2023-11-27,NaN,0.0,0.0,9.44,0.0,18.43,57.38,0.076,0.041,0.384,0.073,0.026,Normal
2023-11-28,0.0,0.0,0.0,8.55,0.0,17.15,57.29,0.047,0.051,0.361,0.0,0.122,Normal
2023-11-29,0.0,0.0,0.0,10.97,NaN,17.48,56.41,0.042,0.029,0.337,NaN,0.012,Normal
2023-11-30,0.0,0.0,0.0,8.22,0.0,17.04,63.02,NaN,0.043,0.324,0.0,0.062,Normal
2023-12-01,0.0,0.0,0.0,NaN,0.0,15.85,57.92,0.027,0.063,0.31,0.007,0.0,Normal
2023-12-02,0.0,0.0,0.0,8.52,0.0,18.38,56.4,0.095,NaN,0.294,0.116,0.0,Normal
2023-12-03,0.0,0.0,0.0,9.08,0.0,NaN,55.33,0.02,0.03,0.28,0.043,0.009,Normal
2023-12-04,0.0,0.0,0.0,NaN,0.0,18.99,54.63,0.063,0.01,0.249,0.097,0.045,Normal
2023-12-05,0.0,NaN,0.0,NaN,0.0,19.48,59.72,0.09,0.032,0.229,0.0,0.062,Normal
2023-12-06,0.0,0.0,0.0,8.21,0.0,18.7,64.29,0.02,0.01,0.21,0.006,0.0,Normal
2023-12-07,0.0,0.0,0.0,7.92,NaN,17.33,61.97,0.028,0.017,0.184,0.05,0.066,Normal
2023-12-08,0.0,0.0,0.0,7.63,0.0,19.54,NaN,0.08,0.052,0.174,0.046,0.0,Normal
2023-12-09,0.0,0.0,0.0,7.33,0.0,16.03,67.59,0.081,0.014,0.165,0.011,0.096,Normal
2023-12-10,0.0,0.0,0.0,8.52,0.0,16.77,69.87,0.034,0.01,0.145,0.0,0.079,Normal
2023-12-11,0.0,0.0,0.0,8.66,0.0,16.67,62.94,0.02,0.01,0.145,0.075,0.0,Normal
2023-12-12,0.0,0.0,0.0,8.43,0.0,19.95,60.12,0.073,0.022,0.135,0.0,0.054,Normal
2023-12-13,0.0,0.0,0.0,9.73,0.0,19.74,63.97,0.081,0.079,0.204,0.126,0.078,Normal
2023-12-14,0.0,0.0,0.0,9.72,0.0,19.02,68.76,0.02,0.084,NaN,0.049,0.0,Normal
2023-12-15,0.0,0.0,0.0,8.62,0.0,19.96,61.24,0.02,NaN,0.228,0.066,0.0,Normal
2023-12-16,22.19,22.19,22.19,6.58,0.0,18.2,45.36,0.088,0.01,0.225,0.0,0.0,Elevated
2023-12-17,11.99,34.18,34.18,6.89,0.0,20.87,47.8,0.124,0.062,0.277,NaN,0.125,Elevated
2023-12-18,0.0,34.18,34.18,6.91,0.0,19.78,50.01,NaN,0.057,0.324,0.072,0.153,Elevated
2023-12-19,0.0,11.99,NaN,6.9,0.0,21.11,46.36,0.099,0.097,0.399,0.008,0.094,Elevated
2023-12-20,0.0,0.0,34.18,6.91,0.0,19.3,47.05,0.036,0.079,0.398,0.0,0.12,Elevated
2023-12-21,0.0,0.0,NaN,6.93,0.0,NaN,52.93,0.02,0.01,NaN,0.0,0.054,Elevated
2023-12-22,NaN,20.45,54.63,6.23,0.0,21.26,NaN,0.082,0.01,0.325,0.0,0.093,Elevated
2023-12-23,0.0,20.45,32.44,7.01,0.0,20.86,43.87,0.086,0.021,0.336,0.101,0.026,Elevated
2023-12-24,0.0,20.45,NaN,8.1,NaN,17.98,51.0,0.067,0.019,0.292,0.0,0.03,Elevated
2023-12-25,0.0,0.0,20.45,8.2,0.0,18.96,45.81,0.02,0.017,0.253,NaN,0.006,Elevated
2023-12-26,0.0,0.0,20.45,NaN,0.0,17.37,54.57,0.02,0.069,0.225,0.115,0.0,Elevated
2023-12-27,80.32,80.32,100.77,NaN,0.33,20.87,39.5,0.202,0.067,0.213,0.026,0.33,Watch
2023-12-28,0.0,80.32,100.77,3.49,1.8,24.89,29.72,0.358,0.139,0.342,0.146,0.185,Watch
2023-12-29,9.86,90.18,90.18,3.52,1.47,24.95,32.33,0.352,0.041,NaN,0.022,0.323,Watch
2023-12-30,0.0,9.86,90.18,4.94,0.36,24.18,37.64,0.174,0.049,NaN,0.003,0.0,Watch
2023-12-31,3.74,13.6,93.92,3.96,1.56,20.62,39.76,0.196,0.01,0.392,0.095,0.0,Watch
2024-01-01,NaN,3.74,93.92,NaN,0.38,22.74,40.78,0.088,0.01,0.385,0.037,0.043,Watch
2024-01-02,13.31,17.05,107.23,2.3,3.07,20.53,30.48,0.363,0.107,0.423,0.055,0.17,Watch
2024-01-03,0.0,13.31,26.91,8.4,0.0,22.91,46.77,0.094,0.078,NaN,0.0,0.084,Elevated
2024-01-04,0.0,13.31,26.91,7.96,0.0,18.53,51.06,0.086,0.01,0.305,0.0,0.038,Elevated
2024-01-05,0.0,0.0,NaN,6.9,0.0,21.56,45.99,0.02,0.01,0.274,0.0,0.0,Normal
2024-01-06,18.07,18.07,35.12,6.1,0.0,22.08,43.92,0.052,0.01,0.235,0.0,0.058,Elevated
2024-01-07,0.0,18.07,31.39,8.52,NaN,18.57,48.55,0.079,0.01,NaN,0.059,0.004,Elevated
2024-01-08,0.0,18.07,NaN,6.84,0.0,18.12,NaN,0.098,0.053,NaN,0.0,NaN,Elevated
2024-01-09,0.0,NaN,18.07,7.36,0.0,19.76,48.19,0.078,0.047,0.218,0.0,0.031,Elevated
2024-01-10,0.0,0.0,18.07,6.36,0.0,17.78,NaN,0.056,0.082,0.222,0.101,0.114,Elevated
2024-01-11,7.31,7.31,25.38,7.39,0.0,19.56,54.15,0.076,0.042,0.254,NaN,0.113,Elevated
2024-01-12,NaN,7.31,25.38,7.47,NaN,18.63,52.35,NaN,0.01,0.254,0.0,0.068,Elevated
2024-01-13,0.0,7.31,7.31,8.89,0.0,15.93,51.61,0.077,0.01,0.254,0.028,0.028,Normal
2024-01-14,0.0,0.0,7.31,7.4,0.0,15.23,57.1,0.055,0.057,0.302,0.0,0.0,Normal
2024-01-15,NaN,0.0,7.31,7.31,0.0,19.17,51.54,0.047,NaN,0.317,0.031,0.129,Normal
2024-01-16,0.0,0.0,7.31,8.68,0.0,17.92,54.27,0.035,0.037,0.306,0.044,0.0,Normal
2024-01-17,0.0,0.0,7.31,NaN,0.0,18.01,53.77,NaN,0.01,0.234,0.099,0.0,Normal
2024-01-18,0.0,0.0,0.0,7.56,NaN,19.69,56.1,NaN,0.065,0.257,0.066,0.016,Normal
2024-01-19,0.0,0.0,0.0,9.41,0.0,20.47,NaN,0.049,0.062,0.309,0.0,0.0,Normal
2024-01-20,53.91,53.91,53.91,6.12,0.0,NaN,NaN,0.15,0.029,0.328,0.081,0.161,Elevated
2024-01-21,0.0,53.91,53.91,6.92,0.0,21.52,47.5,0.184,0.036,0.306,0.0,0.126,Elevated
2024-01-22,0.0,53.91,53.91,6.14,0.0,22.6,44.1,0.146,0.03,0.269,NaN,0.226,Elevated
2024-01-23,0.0,0.0,53.91,4.46,1.03,19.34,44.4,0.124,0.044,0.276,0.051,NaN,Elevated
2024-01-24,0.0,0.0,53.91,6.15,0.0,21.63,46.31,0.103,NaN,0.288,0.031,NaN,Elevated
2024-01-25,0.0,0.0,53.91,7.01,0.0,22.07,44.92,0.025,0.01,0.232,NaN,0.0,Elevated
2024-01-26,33.25,33.25,87.15,4.07,1.36,24.6,33.45,0.192,0.033,0.203,0.057,0.113,Watch
2024-01-27,0.0,33.25,33.25,6.73,0.0,NaN,47.45,NaN,0.055,0.229,0.021,NaN,Elevated
2024-01-28,0.0,33.25,33.25,NaN,0.0,19.53,45.81,0.118,0.047,0.24,0.117,0.078,Elevated
2024-01-29,0.0,0.0,33.25,5.1,0.0,18.95,NaN,NaN,0.01,0.22,0.0,0.0,Elevated
2024-01-30,0.0,0.0,33.25,NaN,0.0,20.27,43.75,0.047,0.01,0.186,0.0,0.0,Elevated
2024-01-31,0.0,0.0,33.25,6.55,0.0,20.7,45.32,0.039,0.032,0.196,0.075,0.077,Elevated
2024-02-01,NaN,0.0,33.25,7.54,0.0,22.28,46.18,0.043,0.01,0.196,0.013,0.067,Elevated
2024-02-02,0.0,0.0,0.0,8.49,0.0,18.09,54.47,NaN,0.026,0.189,0.0,0.0,Normal
2024-02-03,0.0,0.0,0.0,9.42,0.0,18.1,53.67,0.065,0.024,0.158,0.035,0.036,Normal
2024-02-04,0.0,0.0,0.0,8.84,0.0,20.63,44.51,0.039,0.041,0.152,0.0,NaN,Normal
2024-02-05,0.0,0.0,NaN,8.39,0.0,19.24,59.12,0.021,0.01,0.152,0.018,0.0,Normal
2024-02-06,36.06,36.06,36.06,6.24,0.0,23.27,46.38,0.058,0.029,0.171,0.0,0.076,Elevated
2024-02-07,52.72,88.78,88.78,4.97,0.44,25.19,37.2,0.281,0.01,0.149,0.0,0.162,Watch
2024-02-08,8.67,97.44,97.44,2.75,NaN,23.08,36.21,0.427,0.064,NaN,0.066,0.249,Watch
2024-02-09,55.0,116.39,152.45,NaN,3.42,26.47,16.9,0.493,0.854,1.03,0.484,0.791,Warning
2024-02-10,38.3,101.96,190.74,0.35,5.12,28.18,15.84,0.67,1.391,2.397,0.97,1.248,Emergency
2024-02-11,4.92,98.21,NaN,0.51,NaN,NaN,3.51,0.623,1.859,4.216,1.207,1.502,Emergency
2024-02-12,0.0,43.21,195.66,0.35,4.89,31.63,7.45,0.552,1.697,5.902,1.039,1.304,Warning
2024-02-13,NaN,4.92,159.6,1.8,3.35,NaN,11.8,0.398,1.042,6.916,0.581,0.71,Warning
2024-02-14,0.0,0.0,106.88,3.7,1.55,26.55,30.56,0.19,0.395,7.301,0.258,0.239,Warning
2024-02-15,0.0,0.0,98.21,2.85,2.51,NaN,29.78,0.268,0.146,NaN,0.0,0.215,Warning
2024-02-16,0.0,0.0,43.21,5.79,0.0,21.45,46.13,0.07,0.088,6.618,0.122,0.014,Warning
2024-02-17,NaN,11.97,16.88,7.94,0.0,19.79,50.43,0.047,0.051,5.278,0.061,0.038,Warning
2024-02-18,0.0,11.97,11.97,7.87,0.0,22.27,46.35,0.085,0.01,3.43,0.091,0.009,Watch
2024-02-19,17.78,29.75,29.75,7.77,0.0,NaN,42.35,0.159,0.029,1.762,0.0,0.124,Elevated
2024-02-20,30.99,48.77,60.74,5.83,0.0,23.88,38.78,0.109,NaN,0.779,0.011,0.109,Watch
2024-02-21,0.0,48.77,60.74,NaN,0.41,24.05,42.01,0.106,0.017,0.401,0.0,0.194,Watch
2024-02-22,0.0,30.99,60.74,5.08,0.0,23.49,39.79,0.044,NaN,0.264,0.046,0.136,Watch
2024-02-23,0.0,0.0,60.74,5.76,0.0,24.67,43.88,0.071,0.03,0.206,0.0,0.04,Watch
2024-02-24,0.0,0.0,48.77,4.58,0.72,24.14,44.2,0.098,0.057,0.212,0.066,0.0,Elevated
2024-02-25,0.0,0.0,48.77,7.44,0.0,22.47,39.75,0.077,0.027,0.229,NaN,0.0,Elevated
2024-02-26,0.0,0.0,30.99,7.38,0.0,21.89,50.96,0.063,0.037,0.236,0.005,0.0,Elevated
2024-02-27,0.0,0.0,NaN,9.27,0.0,19.99,58.54,0.02,0.054,0.231,0.025,NaN,Normal
2024-02-28,32.88,32.88,32.88,5.74,0.0,20.84,46.7,0.036,0.089,0.303,0.089,0.227,Elevated
2024-02-29,0.0,32.88,32.88,7.78,0.0,22.29,46.57,0.11,0.034,0.327,0.01,0.123,Elevated
2024-03-01,NaN,42.72,42.72,8.09,0.0,18.95,50.75,0.122,0.049,0.347,NaN,0.246,Elevated
2024-03-02,0.0,9.85,42.72,5.64,0.0,22.58,42.79,0.063,0.016,0.307,0.0,0.054,Elevated
2024-03-03,NaN,9.85,42.72,7.12,0.0,18.87,48.94,0.02,0.019,0.299,0.0,0.019,Elevated
2024-03-04,0.0,0.0,NaN,6.58,0.0,21.23,41.86,0.082,0.039,0.301,0.0,0.02,Elevated
2024-03-05,0.0,0.0,42.72,5.53,NaN,NaN,NaN,0.11,0.02,0.267,0.061,0.016,Elevated
2024-03-06,32.73,32.73,42.57,6.8,0.0,22.49,44.96,0.115,0.01,0.188,0.0,0.0,Elevated
2024-03-07,0.0,32.73,42.57,7.05,0.0,21.46,46.63,0.075,0.029,0.183,0.046,0.114,Elevated
2024-03-08,26.35,NaN,59.07,5.28,0.15,20.07,47.99,0.159,0.026,0.16,0.0,0.22,Watch
2024-03-09,7.98,34.33,NaN,6.18,0.0,23.54,38.09,0.074,0.015,0.159,0.0,0.137,Watch
2024-03-10,0.0,34.33,67.06,4.23,1.28,21.67,37.08,0.251,0.01,0.15,0.0,0.034,Watch
2024-03-11,0.0,7.98,67.06,4.38,1.11,23.81,43.39,0.173,0.068,0.18,0.024,0.074,Watch
2024-03-12,0.0,0.0,67.06,5.56,NaN,22.09,43.02,NaN,0.078,0.237,0.075,0.048,Watch
2024-03-13,14.06,14.06,48.39,NaN,0.0,22.41,43.72,0.075,0.071,0.298,NaN,0.137,Elevated
2024-03-14,0.0,14.06,48.39,NaN,0.0,19.66,46.45,0.102,0.045,0.314,0.069,NaN,Elevated
2024-03-15,70.69,84.74,92.73,4.63,1.08,24.3,31.72,0.264,0.027,0.315,0.084,0.265,Watch
2024-03-16,0.0,70.69,84.74,4.82,NaN,23.86,44.11,0.178,0.05,0.35,0.033,0.092,Watch
2024-03-17,0.0,NaN,84.74,5.12,0.32,25.43,35.3,0.156,0.059,0.398,0.0,0.184,Watch
2024-03-18,0.0,0.0,84.74,4.48,0.66,26.42,31.52,0.158,0.102,0.432,0.0,0.133,Watch
2024-03-19,33.83,33.83,118.57,NaN,1.89,24.71,28.02,0.265,0.094,0.448,0.034,0.096,Watch
2024-03-20,13.31,47.14,117.82,2.7,2.56,27.75,17.32,0.276,0.259,0.635,NaN,0.374,Warning
2024-03-21,0.0,NaN,117.82,4.5,0.72,22.16,34.73,0.206,0.091,0.681,0.0,0.149,Watch
2024-03-22,0.0,13.31,47.14,5.53,0.0,20.74,42.83,0.119,0.044,0.698,0.0,0.0,Elevated
2024-03-23,NaN,70.38,117.52,4.28,0.82,25.98,33.67,0.24,0.163,0.811,0.105,NaN,Watch
2024-03-24,0.0,70.38,117.52,2.89,2.59,24.87,25.21,0.442,0.174,0.927,NaN,0.233,Warning
2024-03-25,29.35,99.72,146.86,0.58,4.4,26.18,20.24,0.579,0.553,1.378,0.396,0.659,Warning
2024-03-26,14.9,44.25,127.94,3.3,2.09,28.63,28.11,0.333,0.314,1.598,0.144,0.404,Watch
2024-03-27,0.0,44.25,114.63,3.07,2.17,26.62,29.46,0.314,NaN,1.61,0.133,0.317,Watch
2024-03-28,0.0,NaN,114.63,NaN,NaN,27.15,28.52,0.229,0.139,NaN,0.07,0.131,Watch
2024-03-29,0.0,0.0,114.63,4.0,1.34,26.9,30.78,0.196,0.091,1.706,0.039,0.088,Watch
2024-03-30,0.0,0.0,44.25,6.37,0.0,23.51,38.88,0.056,0.021,1.564,0.0,0.0,Elevated
2024-03-31,0.0,0.0,44.25,5.77,0.0,23.72,43.52,0.085,0.01,1.399,0.0,0.114,Elevated
2024-04-01,0.0,0.0,14.9,8.14,0.0,21.26,46.35,0.02,0.01,0.856,0.031,0.15,Elevated
2024-04-02,0.0,0.0,0.0,8.1,0.0,18.81,NaN,0.02,0.018,0.561,0.0,0.087,Normal
2024-04-03,0.0,0.0,0.0,8.65,0.0,21.92,58.38,0.02,0.034,0.324,0.013,0.0,Normal
2024-04-04,0.0,0.0,0.0,6.71,0.0,18.95,55.59,0.112,0.01,0.194,0.0,0.025,Normal
2024-04-05,0.0,0.0,0.0,8.56,0.0,18.15,48.96,0.059,0.027,0.13,0.012,0.0,Normal
2024-04-06,0.0,0.0,0.0,7.84,0.0,19.07,53.53,0.051,0.08,0.189,0.063,0.0,Normal
2024-04-07,0.0,0.0,0.0,9.43,0.0,17.98,56.75,0.02,0.091,0.27,0.081,0.047,Normal
2024-04-08,39.59,39.59,39.59,NaN,0.0,21.43,45.06,0.133,0.06,0.32,0.126,0.154,Elevated
2024-04-09,77.69,117.28,117.28,NaN,2.46,28.04,21.44,0.424,0.163,0.466,0.072,0.398,Warning
2024-04-10,0.0,117.28,117.28,3.2,2.42,27.52,25.72,0.433,0.292,0.724,0.164,0.526,Warning
2024-04-11,0.0,NaN,117.28,2.26,3.55,24.86,20.59,0.425,0.322,1.036,NaN,0.464,Warning
2024-04-12,0.0,0.0,117.28,4.16,1.16,25.03,29.9,0.199,0.103,1.112,0.0,0.103,Watch
2024-04-13,NaN,0.0,117.28,4.47,NaN,27.19,33.54,0.166,0.042,1.074,0.067,0.045,Watch
2024-04-14,0.0,0.0,117.28,3.4,1.58,25.86,28.12,0.197,0.089,1.071,0.0,0.059,Watch
2024-04-15,21.73,21.73,99.42,4.92,0.65,28.29,NaN,0.199,0.105,1.116,0.067,0.244,Watch
2024-04-16,0.0,21.73,21.73,6.73,0.0,23.7,39.37,0.025,0.021,0.974,0.05,0.094,Elevated
2024-04-17,0.0,21.73,21.73,6.64,0.0,23.12,50.49,0.099,0.069,0.751,0.124,0.159,Elevated
2024-04-18,NaN,0.0,21.73,7.26,0.0,18.84,47.7,0.077,0.068,0.496,0.079,0.0,Elevated
2024-04-19,18.42,18.42,40.14,6.66,0.0,23.64,41.49,0.055,0.018,0.411,NaN,0.0,Elevated
2024-04-20,0.0,18.42,40.14,6.13,0.0,22.02,45.55,0.057,NaN,0.442,0.075,0.13,Elevated
2024-04-21,35.26,53.68,75.41,5.14,0.25,23.58,37.33,0.16,0.063,0.416,0.089,0.198,Watch
2024-04-22,4.93,40.19,58.61,5.7,NaN,24.03,41.01,0.133,0.01,0.322,0.0,0.181,Watch
2024-04-23,0.0,40.19,58.61,4.86,0.62,24.71,39.92,0.163,0.039,0.339,0.132,0.1,Watch
2024-04-24,0.0,4.93,58.61,NaN,0.0,NaN,44.62,0.096,0.044,0.314,0.0,0.0,Watch
2024-04-25,0.0,0.0,58.61,NaN,0.0,21.4,47.37,NaN,0.04,0.286,0.0,0.077,Watch
2024-04-26,0.0,0.0,40.19,6.52,0.0,23.28,43.75,0.046,0.021,0.289,0.08,0.094,Elevated
2024-04-27,0.0,0.0,40.19,7.27,NaN,20.69,47.23,0.02,0.018,0.233,0.129,0.0,Elevated
2024-04-28,0.0,0.0,NaN,7.09,0.0,20.82,57.78,0.072,0.01,0.181,0.051,0.103,Normal
2024-04-29,132.42,132.42,132.42,2.2,2.85,29.48,22.82,0.543,0.429,0.6,0.305,0.517,Warning
2024-04-30,104.24,236.66,NaN,0.35,4.84,NaN,2.0,0.82,2.443,3.003,1.699,2.383,Emergency
2024-05-01,40.73,277.39,277.39,NaN,4.94,40.2,2.0,0.82,3.734,6.694,2.628,3.206,Emergency
2024-05-02,0.0,144.98,277.39,0.35,4.74,36.13,2.0,0.717,3.411,10.065,2.238,2.727,Emergency
2024-05-03,0.0,40.73,277.39,0.35,4.74,40.04,NaN,0.558,3.118,13.162,1.873,NaN,Warning
2024-05-04,NaN,0.0,277.39,0.35,5.33,33.09,2.0,0.613,2.726,NaN,1.814,1.918,Emergency
2024-05-05,108.51,108.51,385.91,0.35,4.8,41.97,2.0,0.7,4.309,20.17,2.793,3.218,Emergency
2024-05-06,21.6,130.12,275.1,0.35,4.89,39.17,2.0,0.703,NaN,23.697,2.677,2.968,Emergency
2024-05-07,37.99,168.11,208.84,0.35,4.88,37.53,2.0,0.684,3.142,NaN,2.129,2.564,Emergency
2024-05-08,86.05,145.64,254.15,0.35,4.87,40.28,2.0,0.723,3.159,23.821,NaN,2.63,Emergency
2024-05-09,160.0,284.04,414.15,NaN,5.06,48.0,2.0,0.82,NaN,25.744,3.784,4.445,Emergency
2024-05-10,57.61,303.66,471.76,0.35,5.12,48.0,2.0,0.82,6.648,29.274,4.523,5.419,Emergency
2024-05-11,17.22,234.83,488.99,0.35,4.89,48.0,2.0,NaN,7.005,33.553,4.965,5.466,Emergency
2024-05-12,54.79,129.62,435.26,0.35,4.73,48.0,2.0,0.763,6.235,35.479,4.236,4.692,Emergency
2024-05-13,0.0,72.01,413.66,0.35,5.18,48.0,2.0,0.769,5.895,37.418,3.95,4.353,Emergency
2024-05-14,0.0,54.79,375.67,0.35,4.93,46.82,2.0,0.685,5.111,39.387,3.389,3.821,Emergency
2024-05-15,0.0,0.0,289.62,0.35,5.26,39.39,2.0,0.558,3.809,40.037,2.291,2.65,Emergency
2024-05-16,0.0,NaN,129.62,0.82,4.08,33.96,11.47,0.49,1.923,36.626,1.124,1.328,Emergency
2024-05-17,0.0,0.0,72.01,5.55,0.0,30.28,28.61,0.1,0.546,30.524,0.281,0.357,Emergency
2024-05-18,0.0,0.0,54.79,5.01,0.63,27.67,36.79,0.113,0.169,23.689,NaN,0.188,Emergency
2024-05-19,0.0,0.0,NaN,7.19,0.0,27.11,43.52,0.09,0.053,17.506,0.016,0.086,Warning
2024-05-20,23.38,23.38,23.38,6.98,0.0,26.59,43.73,0.147,0.019,11.63,NaN,0.012,Warning
2024-05-21,48.75,72.13,72.13,4.29,1.06,31.2,27.87,0.241,0.024,6.543,0.0,0.245,Warning
2024-05-22,0.0,72.13,72.13,4.53,0.67,27.51,32.46,NaN,0.01,2.744,0.0,0.171,Watch
2024-05-23,16.11,64.86,88.24,5.37,0.0,32.17,32.62,0.136,0.01,0.831,0.051,0.133,Watch
2024-05-24,0.0,16.11,88.24,3.55,1.69,27.22,30.0,0.229,0.051,0.336,0.07,0.073,Watch
2024-05-25,1.26,17.37,89.5,3.54,1.65,28.53,25.37,0.226,NaN,0.177,0.0,0.069,Watch
2024-05-26,10.84,12.09,100.33,3.42,2.1,29.64,27.93,0.273,0.018,NaN,0.007,NaN,Watch
2024-05-27,0.0,12.09,76.95,5.19,0.2,25.82,37.68,0.126,0.01,0.133,0.0,0.0,Watch
2024-05-28,24.1,34.93,52.3,4.37,0.97,27.57,33.59,0.203,0.073,0.182,0.0,0.255,Elevated
2024-05-29,21.52,45.62,73.82,3.15,2.29,24.98,NaN,0.312,0.031,0.203,0.123,0.146,Watch
2024-05-30,69.79,115.41,127.5,1.57,3.69,NaN,9.49,0.478,0.936,1.129,0.509,0.971,Warning
2024-05-31,0.0,91.31,NaN,NaN,4.21,30.13,13.49,NaN,0.931,2.009,0.58,0.908,Warning
2024-06-01,0.0,69.79,126.24,2.01,3.18,28.04,21.57,0.41,0.418,2.417,0.238,0.468,Warning
2024-06-02,0.0,0.0,115.41,3.24,2.06,27.27,26.76,0.248,0.179,2.578,0.144,0.08,Watch
2024-06-03,0.0,0.0,115.41,2.36,2.75,28.38,NaN,0.344,0.214,2.781,0.0,0.22,Watch
2024-06-04,0.0,0.0,91.31,3.08,2.13,24.7,33.22,0.207,0.107,2.815,0.092,0.153,Watch
2024-06-05,21.92,21.92,91.7,4.09,1.12,24.64,36.64,0.189,0.109,2.893,0.085,0.186,Watch
2024-06-06,0.0,21.92,21.92,NaN,0.0,22.57,45.06,0.113,0.057,2.014,NaN,0.044,Watch
2024-06-07,0.0,21.92,21.92,5.92,0.0,20.6,51.1,0.069,0.095,1.179,0.063,0.159,Elevated
2024-06-08,0.0,0.0,21.92,7.75,0.0,24.94,44.43,0.069,0.052,0.812,NaN,0.073,Elevated
2024-06-09,42.37,42.37,64.29,NaN,0.0,23.77,40.53,0.125,0.049,0.682,0.0,0.164,Watch
2024-06-10,0.0,42.37,64.29,5.96,0.0,25.64,38.72,0.138,0.032,0.5,0.0,0.057,Watch
2024-06-11,0.0,42.37,64.29,6.18,0.0,24.39,37.55,0.121,0.064,0.458,0.022,0.211,Watch
2024-06-12,0.0,0.0,NaN,7.87,0.0,21.2,47.75,0.089,0.113,0.461,0.018,0.153,Elevated
2024-06-13,NaN,47.87,90.24,3.87,NaN,25.83,31.86,0.191,0.047,0.452,0.007,0.141,Watch
2024-06-14,0.0,47.87,90.24,4.27,0.63,26.62,32.21,0.184,0.01,0.367,NaN,0.155,Watch
2024-06-15,0.0,NaN,90.24,3.98,1.35,24.52,37.71,NaN,0.011,0.326,0.036,0.118,Watch
2024-06-16,0.0,0.0,NaN,6.12,0.0,24.79,37.64,0.087,0.035,0.312,0.031,0.068,Elevated
2024-06-17,0.0,0.0,47.87,7.24,0.0,24.21,NaN,0.121,0.01,0.29,0.049,0.0,Elevated
2024-06-18,0.0,0.0,47.87,5.32,0.0,23.42,47.34,0.055,NaN,0.236,0.0,0.029,Elevated
2024-06-19,0.0,0.0,47.87,5.68,0.0,21.09,48.17,0.121,0.01,0.134,0.0,0.098,Elevated
2024-06-20,NaN,0.0,0.0,9.3,0.0,18.13,53.94,0.02,0.039,0.126,0.002,0.013,Normal
2024-06-21,NaN,44.22,44.22,7.0,0.0,21.83,NaN,0.166,0.05,0.166,0.036,0.177,Elevated
2024-06-22,0.0,44.22,44.22,6.1,0.0,22.7,44.02,NaN,0.055,NaN,0.042,NaN,Elevated
2024-06-23,0.0,44.22,44.22,7.01,0.0,22.88,38.8,0.088,0.01,0.185,0.0,0.111,Elevated
2024-06-24,39.78,39.78,84.01,4.84,0.54,NaN,39.54,0.188,0.01,0.185,0.0,0.081,Watch
2024-06-25,10.28,NaN,94.29,5.2,0.42,24.9,40.99,0.185,NaN,0.185,0.025,0.063,Watch
2024-06-26,0.0,50.07,94.29,4.27,0.98,24.71,32.42,0.249,0.01,0.184,0.0,0.004,Watch
2024-06-27,0.0,10.28,94.29,NaN,0.0,23.66,38.48,0.101,0.01,0.155,0.0,0.106,Watch
2024-06-28,NaN,0.0,50.07,8.02,0.0,24.37,40.24,0.059,0.01,NaN,NaN,0.067,Elevated
2024-06-29,50.19,NaN,100.26,4.28,NaN,26.21,NaN,0.295,0.04,0.1,0.02,0.168,Watch
2024-06-30,0.0,50.19,100.26,3.96,1.05,27.19,29.19,0.233,0.101,0.191,0.134,NaN,Watch
2024-07-01,59.74,109.93,120.21,3.34,1.99,27.28,27.59,0.416,0.26,0.441,0.139,0.47,Warning
2024-07-02,6.99,66.73,116.92,2.76,2.62,28.75,23.04,0.371,0.273,0.703,0.144,0.357,Warning
2024-07-03,NaN,66.73,116.92,4.82,0.47,28.95,32.4,0.282,0.107,0.8,0.042,0.232,Watch
2024-07-04,0.0,6.99,116.92,3.35,1.8,27.89,23.67,0.225,0.073,0.863,0.039,0.126,Watch
2024-07-05,1.92,1.92,118.85,3.03,2.45,NaN,27.68,0.269,0.045,NaN,0.006,0.012,Watch
2024-07-06,0.0,1.92,68.66,4.8,0.43,22.83,39.53,0.168,0.01,0.868,0.001,0.0,Watch
2024-07-07,0.0,1.92,68.66,6.21,0.0,22.35,44.14,0.068,0.057,0.824,0.011,NaN,Watch
2024-07-08,0.0,0.0,8.92,8.62,0.0,21.13,45.85,0.101,0.035,0.599,0.041,0.16,Normal
2024-07-09,0.0,0.0,NaN,NaN,0.0,20.78,52.59,0.072,0.072,0.398,0.076,0.104,Normal
2024-07-10,0.0,0.0,1.92,8.82,0.0,18.04,57.03,0.036,NaN,0.313,0.0,0.032,Normal
