Building_Scenario_ID,Days_After_Event,Structural_System,Occupancy_Type,Number_of_Stories,Construction_Year,Seismic_Design_Level,Site_Class,Retrofit_Level,Peak_Ground_Acceleration_g,Spectral_Acceleration_1p0s_g,Initial_Residual_Drift_Ratio_pct,Safety_Inspection_Completion_pct,Utility_Availability_pct,Structural_Repair_Completion_pct,Nonstructural_Repair_Completion_pct,Operability_Class
B042,120,Steel_Braced_Frame,Residential,10.0,1965.0,Pre_Code,D,No_Retrofit,0.509,0.678,0.286,100.0,98.9,12.9,43.2,Reoccupancy
B042,180,Steel_Braced_Frame,Residential,NaN,1965.0,NaN,D,NaN,0.509,0.678,0.286,NaN,100.0,27.0,82.8,Functional_Recovery
B042,240,Steel_Braced_Frame,Residential,10.0,1965.0,Pre_Code,D,No_Retrofit,0.509,0.678,0.286,100.0,100.0,48.0,97.4,Functional_Recovery
B042,365,Steel_Braced_Frame,Residential,10.0,1965.0,Pre_Code,D,NaN,0.509,0.678,0.286,99.2,100.0,89.6,NaN,Functional_Recovery
B043,0,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,0.471,0.125,8.7,38.2,1.8,1.5,Unsafe_Closed
B043,1,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,0.471,0.125,5.3,46.2,0.0,1.6,Unsafe_Closed
B043,3,RC_Shear_Wall,Retail,15.0,NaN,Low_Code,E,No_Retrofit,0.253,0.471,0.125,9.5,57.8,3.5,3.7,Unsafe_Closed
B043,7,NaN,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,0.471,0.125,39.1,65.2,4.0,0.0,Restricted_Access
B043,14,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,0.471,0.125,90.7,84.4,1.3,0.0,Reoccupancy
B043,30,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,NaN,0.471,0.125,100.0,NaN,8.1,9.5,Reoccupancy
B043,60,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,0.471,0.125,96.0,100.0,6.6,25.0,Reoccupancy
B043,90,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,0.471,0.125,96.3,99.8,16.0,62.9,Functional_Recovery
B043,120,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,NaN,0.125,99.3,NaN,36.6,90.0,Functional_Recovery
B043,180,RC_Shear_Wall,Retail,15.0,2003.0,NaN,E,No_Retrofit,0.253,0.471,0.125,100.0,99.4,74.5,96.8,Functional_Recovery
B043,240,RC_Shear_Wall,Retail,15.0,NaN,NaN,E,No_Retrofit,0.253,0.471,0.125,100.0,100.0,94.8,100.0,Full_Recovery
B043,365,RC_Shear_Wall,Retail,15.0,2003.0,Low_Code,E,No_Retrofit,0.253,0.471,0.125,100.0,99.6,100.0,NaN,Full_Recovery
B044,0,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,0.268,0.341,0.026,4.8,72.6,0.7,0.0,Unsafe_Closed
B044,1,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,0.268,0.341,0.026,9.8,65.2,0.0,1.0,Unsafe_Closed
B044,3,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,NaN,0.341,NaN,20.2,73.5,0.0,3.4,Restricted_Access
B044,7,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,0.268,0.341,0.026,86.4,86.2,4.5,2.9,Reoccupancy
B044,14,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,NaN,0.268,0.341,0.026,100.0,97.9,11.4,12.9,Reoccupancy
B044,30,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,0.268,0.341,0.026,100.0,100.0,12.8,33.2,Reoccupancy
B044,60,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,0.268,NaN,0.026,94.3,100.0,42.8,96.0,Functional_Recovery
B044,90,RC_Moment_Frame,Residential,NaN,2001.0,High_Code,D,No_Retrofit,NaN,0.341,0.026,NaN,98.7,88.3,100.0,Functional_Recovery
B044,120,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,NaN,0.268,0.341,0.026,100.0,98.5,100.0,NaN,Full_Recovery
B044,180,RC_Moment_Frame,Residential,NaN,2001.0,High_Code,NaN,No_Retrofit,0.268,0.341,0.026,96.8,100.0,99.9,98.9,Full_Recovery
B044,240,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,0.268,0.341,0.026,100.0,100.0,92.1,97.1,Full_Recovery
B044,365,RC_Moment_Frame,Residential,10.0,2001.0,High_Code,D,No_Retrofit,0.268,0.341,0.026,100.0,100.0,99.1,98.2,Full_Recovery
B045,0,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,0.336,0.525,0.069,0.0,NaN,1.3,0.0,Unsafe_Closed
B045,1,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,0.336,0.525,0.069,6.8,NaN,0.9,1.0,Unsafe_Closed
B045,3,RC_Shear_Wall,Retail,9.0,NaN,NaN,E,No_Retrofit,0.336,0.525,0.069,15.2,73.1,2.4,NaN,Restricted_Access
B045,7,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,0.336,0.525,0.069,64.6,74.9,4.3,NaN,Restricted_Access
B045,14,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,NaN,0.525,NaN,99.2,82.6,0.2,4.5,Reoccupancy
B045,30,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,NaN,0.336,0.525,NaN,96.4,NaN,4.5,20.4,Reoccupancy
B045,60,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,0.336,0.525,0.069,100.0,100.0,30.6,68.4,Functional_Recovery
B045,90,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,0.336,0.525,0.069,98.5,95.2,63.0,97.2,Functional_Recovery
B045,120,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,0.336,0.525,0.069,96.1,100.0,89.2,100.0,Functional_Recovery
B045,180,RC_Shear_Wall,Retail,9.0,1993.0,NaN,E,No_Retrofit,0.336,0.525,0.069,97.7,100.0,NaN,NaN,Full_Recovery
B045,240,RC_Shear_Wall,Retail,9.0,1993.0,NaN,E,No_Retrofit,0.336,0.525,0.069,96.4,94.3,93.0,96.3,Full_Recovery
B045,365,RC_Shear_Wall,Retail,9.0,1993.0,Moderate_Code,E,No_Retrofit,0.336,0.525,0.069,95.9,100.0,98.1,100.0,Full_Recovery
B046,0,Steel_Braced_Frame,Residential,NaN,1980.0,Low_Code,C,Partial_Retrofit,NaN,0.09,0.0,8.0,75.2,3.1,5.6,Unsafe_Closed
B046,1,Steel_Braced_Frame,Residential,NaN,1980.0,Low_Code,C,Partial_Retrofit,0.14,NaN,0.0,15.1,83.9,2.8,8.1,Restricted_Access
B046,3,Steel_Braced_Frame,Residential,3.0,1980.0,Low_Code,C,Partial_Retrofit,0.14,0.09,0.0,50.1,NaN,NaN,9.4,Restricted_Access
B046,7,Steel_Braced_Frame,Residential,3.0,1980.0,Low_Code,C,Partial_Retrofit,0.14,0.09,0.0,98.3,NaN,9.3,14.1,Reoccupancy
B046,14,Steel_Braced_Frame,Residential,3.0,1980.0,Low_Code,C,Partial_Retrofit,NaN,0.09,0.0,100.0,96.7,15.2,41.8,Reoccupancy
B046,30,Steel_Braced_Frame,Residential,3.0,1980.0,Low_Code,C,Partial_Retrofit,0.14,0.09,NaN,100.0,92.0,56.8,94.6,Functional_Recovery
B046,60,Steel_Braced_Frame,Residential,3.0,1980.0,Low_Code,C,Partial_Retrofit,0.14,0.09,0.0,99.8,98.4,100.0,93.0,Full_Recovery
B046,90,Steel_Braced_Frame,Residential,3.0,1980.0,Low_Code,C,Partial_Retrofit,NaN,0.09,0.0,98.1,96.7,100.0,100.0,Full_Recovery
B046,120,Steel_Braced_Frame,NaN,3.0,NaN,Low_Code,C,Partial_Retrofit,0.14,0.09,0.0,99.3,96.8,97.0,96.3,Full_Recovery
B046,180,Steel_Braced_Frame,Residential,NaN,1980.0,Low_Code,C,Partial_Retrofit,0.14,0.09,0.0,95.3,100.0,100.0,100.0,Full_Recovery
B046,240,Steel_Braced_Frame,Residential,3.0,1980.0,Low_Code,C,Partial_Retrofit,0.14,0.09,0.0,100.0,NaN,100.0,100.0,Full_Recovery
B046,365,Steel_Braced_Frame,Residential,3.0,NaN,Low_Code,C,Partial_Retrofit,0.14,0.09,0.0,98.9,94.5,97.6,97.8,Full_Recovery
B047,0,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,0.487,0.516,NaN,9.6,NaN,0.9,0.4,Unsafe_Closed
B047,1,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,0.487,0.516,NaN,8.1,62.6,2.7,4.0,Unsafe_Closed
B047,3,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,0.487,0.516,NaN,10.5,74.5,5.0,0.7,Restricted_Access
B047,7,RC_Shear_Wall,Residential,9.0,NaN,High_Code,B,No_Retrofit,0.487,0.516,0.065,44.7,73.8,0.0,0.0,Restricted_Access
B047,14,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,0.487,NaN,0.065,97.1,NaN,4.0,0.0,Reoccupancy
B047,30,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,0.487,0.516,0.065,100.0,95.2,7.2,NaN,Reoccupancy
B047,60,RC_Shear_Wall,Residential,NaN,2013.0,High_Code,NaN,NaN,0.487,NaN,0.065,99.5,100.0,21.8,39.2,Reoccupancy
B047,90,RC_Shear_Wall,Residential,9.0,NaN,High_Code,B,No_Retrofit,0.487,0.516,0.065,99.6,99.3,51.5,80.3,Functional_Recovery
B047,120,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,0.487,NaN,NaN,99.7,100.0,80.2,NaN,Functional_Recovery
B047,180,RC_Shear_Wall,Residential,NaN,2013.0,High_Code,B,No_Retrofit,0.487,0.516,0.065,100.0,100.0,98.3,100.0,Full_Recovery
B047,240,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,0.487,0.516,0.065,98.1,100.0,100.0,97.1,Full_Recovery
B047,365,RC_Shear_Wall,Residential,9.0,2013.0,High_Code,B,No_Retrofit,NaN,0.516,0.065,93.4,99.1,99.5,99.4,Full_Recovery
B048,0,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,5.2,63.0,NaN,0.0,Unsafe_Closed
B048,1,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,0.0,60.6,4.4,3.1,Unsafe_Closed
B048,3,RC_Shear_Wall,Retail,NaN,NaN,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,NaN,12.2,63.1,7.7,0.6,Restricted_Access
B048,7,RC_Shear_Wall,Retail,7.0,NaN,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,52.7,83.6,2.8,4.3,Restricted_Access
B048,14,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,NaN,Extensive_Retrofit,0.475,0.577,0.0,98.4,86.0,NaN,7.7,Reoccupancy
B048,30,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,97.8,95.4,11.8,7.0,Reoccupancy
B048,60,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,99.7,NaN,37.2,47.1,Reoccupancy
B048,90,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,NaN,0.577,0.0,97.7,100.0,77.9,84.1,Functional_Recovery
B048,120,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,100.0,96.0,96.3,97.7,Full_Recovery
B048,180,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,98.9,100.0,94.3,100.0,Full_Recovery
B048,240,RC_Shear_Wall,Retail,NaN,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,94.8,98.4,100.0,100.0,Full_Recovery
B048,365,RC_Shear_Wall,Retail,7.0,2000.0,Moderate_Code,D,Extensive_Retrofit,0.475,0.577,0.0,98.3,100.0,NaN,100.0,Full_Recovery
B049,0,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,NaN,0.775,0.343,1.4,8.1,2.8,0.0,Unsafe_Closed
B049,1,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,0.65,0.775,0.343,3.8,6.2,8.9,1.4,Unsafe_Closed
B049,3,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,0.65,0.775,0.343,4.2,18.8,NaN,5.1,Unsafe_Closed
B049,7,NaN,Residential,6.0,2015.0,High_Code,D,No_Retrofit,0.65,0.775,0.343,8.4,43.4,0.0,2.8,Unsafe_Closed
B049,14,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,0.65,0.775,0.343,36.4,56.0,0.0,4.0,Restricted_Access
B049,30,Unreinforced_Masonry,Residential,6.0,2015.0,NaN,D,No_Retrofit,0.65,0.775,0.343,93.0,84.3,5.5,7.1,Restricted_Access
B049,60,Unreinforced_Masonry,Residential,6.0,2015.0,NaN,D,No_Retrofit,0.65,0.775,0.343,100.0,99.6,4.1,6.2,Reoccupancy
B049,90,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,NaN,0.775,0.343,100.0,100.0,NaN,19.2,Reoccupancy
B049,120,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,0.65,0.775,0.343,96.4,97.2,11.8,26.8,Reoccupancy
B049,180,NaN,NaN,6.0,2015.0,High_Code,NaN,No_Retrofit,0.65,NaN,0.343,100.0,100.0,25.3,58.4,Functional_Recovery
B049,240,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,0.65,0.775,0.343,100.0,100.0,44.1,88.2,Functional_Recovery
B049,365,Unreinforced_Masonry,Residential,6.0,2015.0,High_Code,D,No_Retrofit,0.65,0.775,0.343,97.5,95.8,82.0,100.0,Functional_Recovery
B050,0,Unreinforced_Masonry,NaN,2.0,1967.0,Low_Code,NaN,No_Retrofit,0.14,0.19,NaN,5.5,52.7,0.4,0.0,Unsafe_Closed
B050,1,Unreinforced_Masonry,Residential,2.0,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,5.4,56.0,0.0,3.0,Unsafe_Closed
B050,3,Unreinforced_Masonry,Residential,NaN,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,20.5,73.3,1.4,0.7,Restricted_Access
B050,7,Unreinforced_Masonry,Residential,2.0,1967.0,Low_Code,E,NaN,0.14,0.19,0.104,76.5,85.9,1.2,1.7,Reoccupancy
B050,14,Unreinforced_Masonry,Residential,2.0,1967.0,Low_Code,E,No_Retrofit,NaN,0.19,NaN,97.9,92.7,9.8,12.9,Reoccupancy
B050,30,NaN,Residential,2.0,1967.0,Low_Code,E,NaN,0.14,0.19,0.104,100.0,99.5,14.1,NaN,Reoccupancy
B050,60,Unreinforced_Masonry,Residential,2.0,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,99.4,98.2,36.0,96.8,Functional_Recovery
B050,90,NaN,Residential,2.0,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,100.0,100.0,74.9,100.0,Functional_Recovery
B050,120,Unreinforced_Masonry,Residential,NaN,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,100.0,100.0,94.6,99.9,Full_Recovery
B050,180,Unreinforced_Masonry,Residential,2.0,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,NaN,96.2,100.0,97.5,Full_Recovery
B050,240,Unreinforced_Masonry,Residential,2.0,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,100.0,96.3,98.7,100.0,Full_Recovery
B050,365,Unreinforced_Masonry,Residential,2.0,1967.0,Low_Code,E,No_Retrofit,0.14,0.19,0.104,94.7,100.0,96.4,100.0,Full_Recovery
B051,0,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,B,No_Retrofit,0.205,0.159,0.0,5.7,72.8,0.0,1.8,Unsafe_Closed
B051,1,Steel_Braced_Frame,Residential,5.0,2021.0,NaN,B,No_Retrofit,0.205,0.159,0.0,6.8,80.7,0.9,0.1,Unsafe_Closed
B051,3,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,B,No_Retrofit,0.205,0.159,0.0,35.5,81.7,0.6,0.0,Restricted_Access
B051,7,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,B,No_Retrofit,0.205,0.159,NaN,93.1,90.2,5.8,0.0,Reoccupancy
B051,14,Steel_Braced_Frame,Residential,5.0,2021.0,NaN,B,No_Retrofit,0.205,0.159,NaN,100.0,100.0,5.6,13.2,Reoccupancy
B051,30,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,B,NaN,NaN,0.159,0.0,96.0,100.0,NaN,64.7,Functional_Recovery
B051,60,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,B,No_Retrofit,NaN,0.159,0.0,98.9,98.9,96.6,94.3,Full_Recovery
B051,90,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,NaN,No_Retrofit,0.205,0.159,0.0,100.0,95.7,97.2,95.9,Full_Recovery
B051,120,NaN,Residential,5.0,2021.0,High_Code,B,No_Retrofit,0.205,0.159,0.0,98.6,95.9,96.2,99.8,Full_Recovery
B051,180,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,B,No_Retrofit,0.205,0.159,0.0,100.0,NaN,100.0,98.1,Full_Recovery
B051,240,NaN,Residential,5.0,2021.0,High_Code,B,No_Retrofit,0.205,0.159,0.0,94.9,100.0,99.6,100.0,Full_Recovery
B051,365,Steel_Braced_Frame,Residential,5.0,2021.0,High_Code,NaN,No_Retrofit,0.205,0.159,0.0,97.4,100.0,100.0,NaN,Full_Recovery
B052,0,NaN,Education,10.0,1989.0,Moderate_Code,C,No_Retrofit,0.157,0.223,0.092,1.7,71.7,0.0,0.0,Unsafe_Closed
B052,1,RC_Moment_Frame,Education,10.0,1989.0,Moderate_Code,C,No_Retrofit,0.157,0.223,0.092,5.6,68.3,2.2,0.0,Unsafe_Closed
B052,3,RC_Moment_Frame,Education,10.0,1989.0,Moderate_Code,C,No_Retrofit,0.157,0.223,0.092,24.2,78.8,0.0,1.1,Restricted_Access
B052,7,NaN,Education,10.0,1989.0,Moderate_Code,NaN,No_Retrofit,0.157,0.223,0.092,82.5,97.4,0.7,1.8,Reoccupancy
B052,14,RC_Moment_Frame,Education,10.0,1989.0,Moderate_Code,C,No_Retrofit,0.157,0.223,0.092,100.0,94.8,12.0,10.9,Reoccupancy
B052,30,RC_Moment_Frame,Education,10.0,1989.0,Moderate_Code,C,NaN,0.157,0.223,0.092,NaN,98.1,20.5,23.9,Reoccupancy
B052,60,RC_Moment_Frame,Education,NaN,1989.0,Moderate_Code,C,No_Retrofit,0.157,0.223,NaN,100.0,NaN,33.2,87.9,Functional_Recovery
B052,90,RC_Moment_Frame,Education,10.0,1989.0,Moderate_Code,C,No_Retrofit,0.157,NaN,0.092,100.0,NaN,73.5,99.9,Functional_Recovery
B052,120,RC_Moment_Frame,Education,10.0,NaN,Moderate_Code,C,No_Retrofit,0.157,0.223,0.092,100.0,97.4,100.0,NaN,Full_Recovery
B052,180,NaN,Education,10.0,1989.0,Moderate_Code,C,No_Retrofit,0.157,0.223,0.092,100.0,96.4,97.8,96.6,Full_Recovery
B052,240,RC_Moment_Frame,Education,10.0,NaN,Moderate_Code,NaN,No_Retrofit,NaN,0.223,0.092,98.6,91.4,100.0,98.2,Full_Recovery
B052,365,RC_Moment_Frame,Education,NaN,1989.0,NaN,C,No_Retrofit,0.157,0.223,0.092,NaN,100.0,97.9,100.0,Full_Recovery
B053,0,RC_Moment_Frame,Residential,5.0,1961.0,Pre_Code,C,No_Retrofit,0.425,0.409,0.158,NaN,44.3,4.9,NaN,Unsafe_Closed
B053,1,RC_Moment_Frame,Residential,5.0,1961.0,Pre_Code,C,No_Retrofit,0.425,0.409,0.158,1.9,54.2,4.6,2.6,Unsafe_Closed
B053,3,RC_Moment_Frame,Residential,5.0,1961.0,Pre_Code,C,No_Retrofit,0.425,NaN,0.158,7.4,57.9,0.0,2.7,Unsafe_Closed
B053,7,RC_Moment_Frame,Residential,5.0,1961.0,Pre_Code,C,No_Retrofit,0.425,0.409,0.158,26.2,69.9,0.0,0.0,Restricted_Access
B053,14,NaN,Residential,5.0,1961.0,Pre_Code,C,No_Retrofit,0.425,0.409,0.158,66.8,87.5,2.8,0.0,Restricted_Access
B053,30,RC_Moment_Frame,Residential,NaN,1961.0,NaN,C,No_Retrofit,0.425,0.409,0.158,97.8,96.8,8.5,10.8,Reoccupancy
B053,60,RC_Moment_Frame,Residential,5.0,1961.0,Pre_Code,C,No_Retrofit,0.425,0.409,0.158,100.0,94.6,7.4,13.6,Reoccupancy
B053,90,RC_Moment_Frame,Residential,NaN,1961.0,Pre_Code,C,NaN,0.425,0.409,0.158,100.0,100.0,0.2,41.6,Reoccupancy
B053,120,NaN,Residential,5.0,1961.0,Pre_Code,C,NaN,0.425,NaN,0.158,99.7,100.0,16.6,72.9,Functional_Recovery
B053,180,RC_Moment_Frame,Residential,5.0,1961.0,Pre_Code,C,No_Retrofit,0.425,0.409,0.158,97.3,90.2,35.7,99.7,Functional_Recovery
B053,240,RC_Moment_Frame,Residential,5.0,1961.0,Pre_Code,C,NaN,0.425,0.409,0.158,100.0,100.0,64.4,100.0,Functional_Recovery
B053,365,RC_Moment_Frame,Residential,5.0,NaN,Pre_Code,C,No_Retrofit,NaN,0.409,0.158,94.9,98.2,98.0,100.0,Full_Recovery
B054,0,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,16.0,74.5,4.9,7.6,Restricted_Access
B054,1,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,22.1,81.0,11.9,0.0,Restricted_Access
B054,3,Steel_Braced_Frame,NaN,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,64.5,85.1,8.6,11.7,Restricted_Access
B054,7,Steel_Braced_Frame,Healthcare,NaN,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,99.1,95.1,16.0,17.7,Reoccupancy
B054,14,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,95.3,96.4,28.9,53.8,Reoccupancy
B054,30,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,96.9,98.1,76.8,100.0,Functional_Recovery
B054,60,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,99.9,99.8,97.5,NaN,Full_Recovery
B054,90,Steel_Braced_Frame,NaN,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,99.3,96.2,100.0,100.0,Full_Recovery
B054,120,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,99.7,96.5,100.0,97.8,Full_Recovery
B054,180,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,NaN,NaN,98.9,100.0,97.9,100.0,Full_Recovery
B054,240,NaN,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,100.0,100.0,97.6,NaN,Full_Recovery
B054,365,Steel_Braced_Frame,Healthcare,4.0,1998.0,Moderate_Code,C,No_Retrofit,0.128,0.131,0.013,100.0,100.0,100.0,100.0,Full_Recovery
B055,0,RC_Moment_Frame,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,0.7,59.5,2.9,4.0,Unsafe_Closed
B055,1,NaN,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,NaN,4.6,67.0,0.4,0.0,Unsafe_Closed
B055,3,RC_Moment_Frame,NaN,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,12.3,72.0,0.9,0.0,Restricted_Access
B055,7,RC_Moment_Frame,NaN,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,40.7,84.5,0.0,0.2,Restricted_Access
B055,14,RC_Moment_Frame,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,NaN,0.076,93.7,91.2,3.1,0.0,Reoccupancy
B055,30,NaN,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,98.9,99.0,7.4,7.8,Reoccupancy
B055,60,RC_Moment_Frame,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,99.0,99.3,8.0,46.9,Reoccupancy
B055,90,RC_Moment_Frame,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,100.0,96.9,NaN,83.6,Functional_Recovery
B055,120,RC_Moment_Frame,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,NaN,99.7,99.6,34.0,95.8,Functional_Recovery
B055,180,RC_Moment_Frame,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,96.3,95.8,NaN,100.0,Functional_Recovery
B055,240,RC_Moment_Frame,Retail,11.0,NaN,Low_Code,B,No_Retrofit,NaN,0.462,0.076,95.7,100.0,91.9,100.0,Functional_Recovery
B055,365,RC_Moment_Frame,Retail,11.0,1988.0,Low_Code,B,No_Retrofit,0.349,0.462,0.076,98.4,100.0,100.0,100.0,Full_Recovery
B056,0,Steel_Braced_Frame,Retail,11.0,NaN,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,3.0,32.0,5.5,0.0,Unsafe_Closed
B056,1,Steel_Braced_Frame,Retail,11.0,1952.0,NaN,E,No_Retrofit,0.373,0.587,0.189,0.0,33.2,1.9,8.5,Unsafe_Closed
B056,3,Steel_Braced_Frame,Retail,11.0,1952.0,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,0.0,50.4,1.6,5.7,Unsafe_Closed
B056,7,Steel_Braced_Frame,Retail,11.0,NaN,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,24.6,60.0,0.8,2.1,Restricted_Access
B056,14,Steel_Braced_Frame,Retail,11.0,1952.0,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,75.7,76.2,0.0,9.5,Restricted_Access
B056,30,NaN,NaN,11.0,1952.0,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,99.6,94.1,2.1,5.0,Reoccupancy
B056,60,Steel_Braced_Frame,Retail,11.0,NaN,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,92.9,100.0,5.4,17.7,Reoccupancy
B056,90,Steel_Braced_Frame,NaN,11.0,1952.0,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,98.0,100.0,8.6,42.2,Reoccupancy
B056,120,Steel_Braced_Frame,Retail,11.0,1952.0,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,99.3,100.0,11.9,65.1,Reoccupancy
